,out,tokens
52,"[0.3547047598948419, -0.1333745642680897, 0.2522128002738956, -0.0217713293853397]","[101, 2529, 2202, 1996, 5835, 3531, 19034, 2452, 28135, 1012, 1022, 27810, 1012, 1016, 11502, 1012, 1014, 20713, 1012, 1022, 1011, 1020, 1012, 1016, 1011, 19681, 1012, 1018, 5585, 2487, 1012, 1014, 19034, 5835, 18164, 1012, 1022, 22234, 1012, 1016, 5986, 1012, 1020, 11816, 1012, 1014, 1011, 16798, 1012, 1014, 1011, 18253, 1012, 1019, 6584, 2620, 1012, 1014, 102]"
53,"[0.4934341925052867, 0.1338206609083145, 0.3206819911058318, -0.0033670175323738]","[101, 19034, 5835, 4229, 2620, 1012, 1016, 4466, 2487, 1012, 1016, 7287, 1012, 1018, 21950, 1012, 1019, 5388, 2549, 1012, 1018, 1011, 24231, 1012, 1019, 2786, 1012, 1014, 2529, 3531, 2202, 1996, 11565, 6073, 2099, 19034, 2452, 28135, 1012, 1022, 27810, 1012, 1016, 11502, 1012, 1014, 20713, 1012, 1022, 1011, 1020, 1012, 1016, 1011, 19681, 1012, 1018, 5585, 2487, 1012, 1014, 102]"
54,"[0.3176064238667674, 0.0443874992525981, 0.164981112104008, -0.0026350140841338]","[101, 2529, 3531, 2507, 2033, 1996, 2452, 19034, 2452, 3486, 2509, 1012, 1022, 24837, 1012, 1016, 16087, 1012, 1023, 18512, 1012, 1020, 22060, 1012, 1022, 1011, 21211, 1012, 1023, 25682, 1012, 1014, 19034, 5835, 27878, 1012, 1016, 23285, 1012, 1022, 5585, 1012, 1022, 20636, 1012, 1016, 8698, 1012, 1017, 1011, 27433, 1012, 1015, 3699, 1012, 1014, 102]"
55,"[-1.0, -1.0, -1.0, -1.0]","[101, 2529, 2192, 2033, 1996, 14757, 3531, 19034, 1060, 10020, 27240, 1012, 1019, 1061, 10020, 12457, 1012, 27658, 1060, 17848, 4261, 2487, 1012, 1019, 1061, 17848, 22030, 1012, 8732, 2415, 1035, 1060, 24426, 2415, 1035, 1061, 18561, 7605, 1035, 1060, 2538, 1012, 22955, 22407, 2509, 7605, 1035, 1061, 1011, 5989, 1012, 6486, 2683, 23632, 2475, 7605, 1035, 1062, 3438, 2475, 1012, 1014, 7023, 1014, 1012, 6146, 28756, 2692, 2475, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2184, 1024, 4700, 9099, 1035, 1060, 1014, 1012, 28048, 17788, 2581, 9099, 1035, 1061, 1014, 1012, 5890, 16703, 2575, 2475, 9099, 1035, 1062, 1014, 1012, 22898, 19317, 2575, 1053, 1035, 1060, 1011, 1014, 1012, 6365, 21486, 2692, 2575, 1053, 1035, 1061, 1014, 1012, 27533, 2683, 26187, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 2620, 2581, 2575, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 26187, 23777, 2171, 1024, 2423, 1010, 26718, 18863, 1024, 4874, 27240, 1012, 1019, 4261, 2487, 1012, 1019, 12457, 1012, 1023, 22030, 1012, 1015, 2538, 1012, 1017, 1011, 5989, 1012, 1023, 3438, 2475, 1012, 1014, 19034, 5835, 3429, 2629, 1012, 1019, 5139, 2575, 1012, 1014, 19235, 1012, 1023, 4261, 2487, 1012, 1019, 9645, 2629, 1012, 1023, 24559, 1012, 1018, 14993, 2487, 1012, 1014, 102]"
56,"[0.5706822310951484, 0.0071849762973282, 0.2516957045132977, -0.0025595419263069]","[101, 19034, 1060, 10020, 4229, 2620, 1012, 2423, 1061, 10020, 7287, 1012, 18034, 1060, 17848, 4466, 2487, 1012, 2423, 1061, 17848, 21950, 1012, 1019, 2415, 1035, 1060, 4724, 2549, 2415, 1035, 1061, 19609, 7605, 1035, 1060, 5388, 2549, 1012, 19342, 2575, 2683, 2475, 7605, 1035, 1061, 1011, 24231, 1012, 5187, 10790, 16048, 7605, 1035, 1062, 2786, 1012, 1014, 7023, 1014, 1012, 5187, 16703, 2692, 2509, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2410, 1024, 5187, 9099, 1035, 1060, 1014, 1012, 4749, 22022, 22022, 9099, 1035, 1061, 1014, 1012, 14506, 2620, 17465, 9099, 1035, 1062, 1014, 1012, 13710, 2575, 2620, 2475, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 16068, 2620, 2549, 1053, 1035, 1061, 1014, 1012, 4029, 21486, 2683, 2487, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 22394, 2575, 2581, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 25746, 17465, 2171, 1024, 4229, 1010, 26718, 18863, 1024, 4874, 4229, 2620, 1012, 1016, 4466, 2487, 1012, 1016, 7287, 1012, 1018, 21950, 1012, 1019, 5388, 2549, 1012, 1018, 1011, 24231, 1012, 1019, 2786, 1012, 1014, 2529, 3413, 2033, 1996, 2187, 5474, 6073, 2099, 19034, 1060, 10020, 23532, 1012, 1019, 1061, 10020, 20311, 1012, 2423, 1060, 17848, 4464, 2581, 1012, 1014, 1061, 17848, 26257, 1012, 1014, 2415, 1035, 1060, 27878, 2415, 1035, 1061, 22376, 7605, 1035, 1060, 6282, 1012, 4185, 24087, 21926, 7605, 1035, 1061, 2324, 1012, 6255, 12521, 22610, 7605, 1035, 1062, 5986, 2509, 1012, 1014, 7023, 1014, 1012, 4724, 22394, 2629, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2184, 1024, 4720, 9099, 1035, 1060, 1014, 1012, 24902, 2575, 2620, 2475, 9099, 1035, 1061, 1014, 1012, 4002, 2581, 15136, 2629, 9099, 1035, 1062, 1014, 1012, 22582, 2575, 2683, 2575, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 22275, 23777, 1053, 1035, 1061, 1014, 1012, 3486, 19481, 2692, 2549, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 17788, 2575, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 23833, 2683, 2620, 2171, 1024, 2656, 1010, 26718, 18863, 1024, 4874, 23532, 1012, 1019, 4464, 2581, 1012, 1014, 20311, 1012, 1016, 26257, 1012, 1014, 6282, 1012, 1020, 2324, 1012, 1022, 5986, 2509, 1012, 1014, 102]"
57,"[0.476065855894088, 0.0630574368872773, 0.1983234153356979, -0.0216427953010577]","[101, 19034, 2452, 4229, 2549, 1012, 1022, 4008, 2549, 1012, 1022, 19492, 1012, 1022, 25143, 1012, 1022, 23523, 1012, 1021, 1011, 2531, 1012, 1017, 10545, 2509, 1012, 1014, 19034, 5835, 20741, 1012, 1018, 25504, 1012, 1019, 21489, 1012, 1019, 28048, 1012, 1014, 1011, 13092, 1012, 1022, 14378, 1012, 1022, 5764, 2487, 1012, 1014, 2529, 3531, 2202, 1996, 2452, 102]"
58,"[-1.0, -1.0, -1.0, -1.0]","[101, 2529, 3531, 2507, 2033, 1996, 2452, 19034, 5835, 16444, 1012, 1016, 29403, 1012, 1022, 13756, 1012, 1014, 4029, 2575, 1012, 1014, 15017, 1012, 1023, 17867, 1012, 1014, 6275, 2620, 1012, 1014, 19034, 1060, 10020, 27878, 1012, 2423, 1061, 10020, 5585, 1012, 4293, 1060, 17848, 23285, 1012, 4293, 1061, 17848, 20636, 1012, 2423, 2415, 1035, 1060, 20024, 2415, 1035, 1061, 18914, 7605, 1035, 1060, 8698, 1012, 22955, 2683, 2620, 2475, 7605, 1035, 1061, 1011, 27433, 1012, 28714, 2692, 2620, 7605, 1035, 1062, 3699, 1012, 1014, 7023, 1014, 1012, 6421, 16932, 19961, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2340, 1024, 5179, 9099, 1035, 1060, 1014, 1012, 9475, 16086, 2683, 9099, 1035, 1061, 1014, 1012, 20666, 14526, 2620, 9099, 1035, 1062, 1014, 1012, 5718, 24434, 27531, 1053, 1035, 1060, 1011, 1014, 1012, 6191, 24087, 21084, 1053, 1035, 1061, 1011, 1014, 1012, 13427, 2620, 21926, 1053, 1035, 1062, 1014, 1012, 24232, 22275, 2509, 1053, 1035, 1059, 1011, 1014, 1012, 4185, 2683, 2575, 16147, 2171, 1024, 5764, 1010, 26718, 18863, 1024, 4874, 27878, 1012, 1016, 23285, 1012, 1022, 5585, 1012, 1022, 20636, 1012, 1016, 8698, 1012, 1017, 1011, 27433, 1012, 1015, 3699, 1012, 1014, 102]"
59,"[0.6879633765288405, 0.1298449796687345, 0.260469458924111, 0.0137812082473671]","[101, 2529, 3413, 2033, 1996, 5835, 3531, 19034, 2452, 14993, 1012, 1023, 27240, 1012, 1019, 25717, 1012, 1019, 27878, 1012, 1019, 1011, 10630, 1012, 1019, 16087, 1012, 1022, 25374, 1012, 1014, 19034, 5835, 4601, 2683, 1012, 1019, 4720, 2549, 1012, 1014, 11816, 1012, 1020, 4261, 2549, 1012, 1014, 6640, 2692, 1012, 1019, 28906, 1012, 1019, 19883, 2549, 1012, 1014, 102]"
60,"[0.4809446699781073, -0.0303785231347416, 0.1675613667185734, 0.005841262593949]","[101, 19034, 1060, 10020, 26499, 1012, 1019, 1061, 10020, 20003, 1012, 4293, 1060, 17848, 4261, 2575, 1012, 1019, 1061, 17848, 24231, 1012, 2423, 2415, 1035, 1060, 4090, 2620, 2415, 1035, 1061, 17825, 7605, 1035, 1060, 6353, 1012, 4008, 2683, 17465, 2629, 7605, 1035, 1061, 1011, 1023, 1012, 28133, 23352, 7605, 1035, 1062, 2531, 2549, 1012, 1014, 7023, 1014, 1012, 5594, 2575, 2683, 22022, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 2382, 9099, 1035, 1060, 1014, 1012, 17295, 2683, 19961, 9099, 1035, 1061, 1011, 1014, 1012, 6021, 2692, 24434, 2683, 9099, 1035, 1062, 1014, 1012, 27194, 2575, 2487, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 26187, 2683, 2487, 1053, 1035, 1061, 1014, 1012, 4261, 19481, 2581, 2487, 1053, 1035, 1062, 1014, 1012, 4002, 27814, 23632, 1053, 1035, 1059, 1011, 1014, 1012, 5840, 22407, 27531, 2171, 1024, 1023, 1010, 26718, 18863, 1024, 4874, 26499, 1012, 1019, 4261, 2575, 1012, 1019, 20003, 1012, 1022, 24231, 1012, 1016, 6353, 1012, 1018, 1011, 1023, 1012, 1016, 2531, 2549, 1012, 1014, 2529, 2507, 2033, 1996, 2157, 14757, 19034, 1060, 10020, 20802, 1012, 22810, 1061, 10020, 17365, 1012, 27658, 1060, 17848, 25504, 1012, 1014, 1061, 17848, 5539, 1012, 22810, 2415, 1035, 1060, 23254, 2415, 1035, 1061, 18744, 7605, 1035, 1060, 1011, 16710, 1012, 4413, 14142, 2581, 2575, 7605, 1035, 1061, 1011, 5824, 1012, 3938, 23833, 2575, 2620, 7605, 1035, 1062, 6564, 2475, 1012, 1014, 7023, 1014, 1012, 6486, 19961, 21486, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2570, 1024, 4413, 1024, 5401, 9099, 1035, 1060, 1014, 1012, 4724, 2581, 2683, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 16734, 14142, 2487, 9099, 1035, 1062, 1014, 1012, 3925, 2620, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2581, 22907, 2581, 1053, 1035, 1061, 1014, 1012, 4261, 21926, 23499, 1053, 1035, 1062, 1014, 1012, 6185, 24087, 2620, 2581, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 2683, 23777, 2475, 2171, 1024, 4583, 1010, 26718, 18863, 1024, 4874, 20802, 1012, 1020, 25504, 1012, 1014, 17365, 1012, 1023, 5539, 1012, 1020, 1011, 16710, 1012, 1018, 1011, 5824, 1012, 1023, 6564, 2475, 1012, 1014, 102]"
61,"[0.2954658538014477, -0.0060954122162106, 0.2620730738586491, -0.0041446342341714]","[101, 19034, 1060, 10020, 26953, 1012, 1014, 1061, 10020, 6109, 1012, 22810, 1060, 17848, 27954, 1012, 1019, 1061, 17848, 16798, 1012, 22810, 2415, 1035, 1060, 26257, 2415, 1035, 1061, 16459, 7605, 1035, 1060, 1011, 2340, 1012, 3486, 2620, 16147, 7605, 1035, 1061, 1011, 15028, 1012, 6353, 15136, 22275, 7605, 1035, 1062, 5388, 2683, 1012, 1014, 7023, 1014, 1012, 4466, 2683, 12376, 2475, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2340, 1024, 5354, 9099, 1035, 1060, 1014, 1012, 21679, 21472, 2575, 9099, 1035, 1061, 1011, 1014, 1012, 4002, 16086, 2683, 2629, 9099, 1035, 1062, 1014, 1012, 21950, 2692, 2581, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 2581, 24434, 2620, 1053, 1035, 1061, 1014, 1012, 4090, 17914, 27531, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 23632, 19961, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 16147, 21926, 2171, 1024, 3943, 1010, 26718, 18863, 1024, 4874, 26953, 1012, 1014, 27954, 1012, 1019, 6109, 1012, 1020, 16798, 1012, 1020, 1011, 2340, 1012, 1018, 1011, 15028, 1012, 1021, 5388, 2683, 1012, 1014, 2529, 2192, 2033, 1996, 2187, 4874, 3531, 19034, 1060, 10020, 28489, 1012, 4293, 1061, 10020, 20003, 1012, 1014, 1060, 17848, 4261, 2683, 1012, 2423, 1061, 17848, 26267, 1012, 1019, 2415, 1035, 1060, 3486, 2620, 2415, 1035, 1061, 11212, 7605, 1035, 1060, 6109, 1012, 5775, 21619, 7605, 1035, 1061, 1017, 1012, 5385, 2683, 20842, 7605, 1035, 1062, 5989, 2683, 1012, 1014, 7023, 1014, 1012, 25392, 18827, 2475, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5641, 1024, 3429, 9099, 1035, 1060, 1014, 1012, 4868, 22932, 2581, 2475, 9099, 1035, 1061, 1014, 1012, 6185, 23833, 9099, 1035, 1062, 1014, 1012, 3699, 2692, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 21619, 16576, 1053, 1035, 1061, 1014, 1012, 4229, 22907, 2581, 2549, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 22203, 2581, 2549, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 21619, 25746, 2171, 1024, 2459, 1010, 26718, 18863, 1024, 4874, 28489, 1012, 1022, 4261, 2683, 1012, 1016, 20003, 1012, 1014, 26267, 1012, 1019, 6109, 1012, 1016, 1017, 1012, 1022, 5989, 2683, 1012, 1014, 102]"
62,"[0.2904249775170041, -0.0463573513813864, 0.1625926952498753, -0.0062339468925103]","[101, 19034, 5835, 4008, 2575, 1012, 1016, 4720, 2620, 1012, 1014, 21489, 1012, 1022, 4261, 2620, 1012, 1016, 6205, 2683, 1012, 1017, 3486, 2620, 1012, 1015, 19883, 2549, 1012, 1014, 19034, 2452, 25162, 1012, 1022, 23768, 1012, 1022, 5179, 1012, 1023, 10715, 1012, 1015, 1011, 4229, 1012, 1020, 1011, 10545, 1012, 1017, 5139, 2487, 1012, 1014, 2529, 3531, 6723, 1996, 14757, 102]"
63,"[0.3075003831482941, 0.0911857518202277, 0.1682791551857373, 0.0104495453251742]","[101, 2529, 3413, 2033, 1996, 2452, 19034, 5835, 4008, 2575, 1012, 1016, 4720, 2620, 1012, 1014, 21489, 1012, 1022, 4261, 2620, 1012, 1016, 6205, 2683, 1012, 1017, 3486, 2620, 1012, 1015, 19883, 2549, 1012, 1014, 19034, 2452, 29335, 1012, 1014, 19540, 1012, 1014, 11502, 1012, 1022, 16798, 1012, 1016, 4805, 2620, 1012, 1023, 1011, 4229, 2683, 1012, 1023, 17405, 2575, 1012, 1014, 102]"
64,"[0.534339572526245, 0.19795078144167, 0.0780140241211881, 0.2948140510222967]","[101, 19034, 2452, 28135, 1012, 1022, 27810, 1012, 1016, 11502, 1012, 1014, 20713, 1012, 1022, 1011, 1020, 1012, 1016, 1011, 19681, 1012, 1018, 5585, 2487, 1012, 1014, 2529, 3413, 2033, 1996, 4874, 3531, 19034, 5835, 27509, 1012, 1019, 4724, 2683, 1012, 1019, 17403, 1012, 1014, 27173, 1012, 1016, 17943, 1012, 1022, 1011, 2861, 1012, 1016, 6445, 2581, 1012, 1014, 102]"
65,"[0.5568705520716845, 0.060062644105024, 0.2888186110713199, -0.020628013752185]","[101, 2529, 3413, 2033, 1996, 4874, 3531, 19034, 5835, 3486, 2620, 1012, 1014, 23285, 1012, 1019, 16734, 1012, 1014, 20405, 1012, 1019, 19609, 1012, 1017, 1011, 2570, 1012, 1022, 9402, 2683, 1012, 1014, 19034, 2452, 3998, 1012, 1019, 3486, 2509, 1012, 1014, 17832, 1012, 1022, 23593, 1012, 1016, 1020, 1012, 1019, 1011, 4583, 1012, 1023, 5139, 2549, 1012, 1014, 102]"
66,"[0.5435271945480808, -0.1403641217926196, 0.29198463267594, -0.0390786049713442]","[101, 2529, 6723, 1996, 2187, 4874, 3531, 19034, 1060, 10020, 16327, 1012, 22810, 1061, 10020, 5018, 1012, 8732, 1060, 17848, 24398, 1012, 1014, 1061, 17848, 24622, 1012, 1019, 2415, 1035, 1060, 20304, 2415, 1035, 1061, 22238, 7605, 1035, 1060, 1011, 1014, 1012, 1014, 7605, 1035, 1061, 1011, 1014, 1012, 1014, 7605, 1035, 1062, 1014, 1012, 1014, 7023, 1014, 1012, 6227, 2575, 23352, 2620, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 2538, 9099, 1035, 1060, 1014, 1012, 5139, 19481, 22907, 9099, 1035, 1061, 1011, 1014, 1012, 8574, 21619, 2549, 9099, 1035, 1062, 1014, 1012, 27173, 2683, 27531, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 2575, 17134, 2629, 1053, 1035, 1061, 1014, 1012, 4090, 28756, 2581, 2475, 1053, 1035, 1062, 1011, 1014, 1012, 6021, 21057, 2581, 2683, 1053, 1035, 1059, 1011, 1014, 1012, 5840, 12740, 27531, 2171, 1024, 4466, 1010, 26718, 18863, 1024, 4874, 16327, 1012, 1020, 24398, 1012, 1014, 5018, 1012, 1015, 24622, 1012, 1019, 1011, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 19034, 1060, 10020, 4261, 2549, 1012, 1019, 1061, 10020, 5179, 1012, 6109, 23352, 1060, 17848, 3429, 2581, 1012, 1014, 1061, 17848, 25103, 1012, 1014, 2415, 1035, 1060, 24690, 2415, 1035, 1061, 17867, 7605, 1035, 1060, 19446, 1012, 5824, 27814, 2581, 2581, 7605, 1035, 1061, 1011, 16528, 1012, 3429, 2683, 19317, 2475, 7605, 1035, 1062, 6255, 2487, 1012, 1014, 7023, 1014, 1012, 6205, 2620, 2683, 19961, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2321, 1024, 4090, 9099, 1035, 1060, 1014, 1012, 4466, 19841, 2620, 2487, 9099, 1035, 1061, 1014, 1012, 17405, 20842, 9099, 1035, 1062, 1014, 1012, 20335, 2620, 21926, 1053, 1035, 1060, 1011, 1014, 1012, 3515, 2575, 22907, 2683, 1053, 1035, 1061, 1011, 1014, 1012, 25143, 2620, 2581, 2509, 1053, 1035, 1062, 1014, 1012, 26953, 2692, 19961, 1053, 1035, 1059, 1011, 1014, 1012, 4185, 14526, 2683, 2549, 2171, 1024, 4293, 1010, 26718, 18863, 1024, 4874, 4261, 2549, 1012, 1019, 3429, 2581, 1012, 1014, 5179, 1012, 1023, 25103, 1012, 1014, 19446, 1012, 1021, 1011, 16528, 1012, 1019, 6255, 2487, 1012, 1014, 102]"
67,"[0.636453940676493, -0.0004398997044293, 0.0747861493749924, -0.2983138441782437]","[101, 2529, 3413, 2033, 1996, 2187, 5474, 6073, 2099, 19034, 1060, 10020, 19883, 1012, 8732, 1061, 10020, 3938, 1012, 8732, 1060, 17848, 13427, 1012, 2423, 1061, 17848, 20335, 1012, 22810, 2415, 1035, 1060, 22376, 2415, 1035, 1061, 16710, 7605, 1035, 1060, 1011, 1014, 1012, 1014, 7605, 1035, 1061, 1011, 1014, 1012, 1014, 7605, 1035, 1062, 1014, 1012, 1014, 7023, 1014, 1012, 5594, 29537, 2549, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2184, 1024, 2340, 9099, 1035, 1060, 1014, 1012, 28489, 2683, 21619, 9099, 1035, 1061, 1011, 1014, 1012, 12457, 10790, 2683, 9099, 1035, 1062, 1014, 1012, 24398, 22907, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 16048, 16703, 1053, 1035, 1061, 1014, 1012, 4029, 21486, 16932, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 2692, 22022, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 24096, 21619, 2171, 1024, 2322, 1010, 26718, 18863, 1024, 4874, 19883, 1012, 1015, 13427, 1012, 1016, 3938, 1012, 1015, 20335, 1012, 1020, 1011, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 19034, 1060, 10020, 20294, 1012, 4293, 1061, 10020, 16798, 1012, 1019, 1060, 17848, 23859, 1012, 4293, 1061, 17848, 3486, 2509, 1012, 1014, 2415, 1035, 1060, 13539, 2415, 1035, 1061, 25578, 7605, 1035, 1060, 1011, 11176, 1012, 19714, 18827, 2581, 7605, 1035, 1061, 3963, 1012, 3438, 16932, 21486, 7605, 1035, 1062, 3963, 2629, 1012, 1014, 7023, 1014, 1012, 25374, 24087, 2683, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2260, 1024, 2603, 9099, 1035, 1060, 1014, 1012, 6191, 21084, 27009, 9099, 1035, 1061, 1011, 1014, 1012, 2199, 22932, 9099, 1035, 1062, 1014, 1012, 5718, 22610, 20842, 1053, 1035, 1060, 1014, 1012, 3515, 28332, 2581, 1053, 1035, 1061, 1014, 1012, 24709, 16576, 2509, 1053, 1035, 1062, 1011, 1014, 1012, 27240, 21486, 2549, 1053, 1035, 1059, 1014, 1012, 6191, 2683, 16068, 2475, 2171, 1024, 6273, 1010, 26718, 18863, 1024, 4874, 20294, 1012, 1022, 23859, 1012, 1022, 16798, 1012, 1019, 3486, 2509, 1012, 1014, 1011, 11176, 1012, 1020, 3963, 1012, 1020, 3963, 2629, 1012, 1014, 102]"
68,"[0.3297459869468737, 0.0560038995941863, 0.1909732298658382, 0.0069026658189576]","[101, 2529, 6723, 1996, 2157, 14757, 19034, 1060, 10020, 9475, 1012, 2423, 1061, 10020, 7558, 1012, 22810, 1060, 17848, 27517, 1012, 2423, 1061, 17848, 18744, 1012, 22810, 2415, 1035, 1060, 24429, 2415, 1035, 1061, 16923, 7605, 1035, 1060, 27954, 1012, 3515, 2581, 2683, 21472, 7605, 1035, 1061, 1011, 4261, 2509, 1012, 28135, 2692, 23499, 7605, 1035, 1062, 18540, 2629, 1012, 1014, 7023, 1014, 1012, 3938, 17134, 2575, 2581, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2570, 1024, 5354, 1024, 5890, 9099, 1035, 1060, 1014, 1012, 29567, 2581, 21472, 9099, 1035, 1061, 1014, 1012, 5709, 16086, 2692, 2549, 9099, 1035, 1062, 1014, 1012, 5556, 2581, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 22025, 2575, 2620, 1053, 1035, 1061, 1014, 1012, 4229, 17788, 2581, 2620, 1053, 1035, 1062, 1014, 1012, 4002, 2575, 21057, 2509, 1053, 1035, 1059, 1011, 1014, 1012, 4002, 2581, 22932, 2575, 2171, 1024, 5401, 1010, 26718, 18863, 1024, 4874, 9475, 1012, 1016, 27517, 1012, 1016, 7558, 1012, 1020, 18744, 1012, 1020, 27954, 1012, 1021, 1011, 4261, 2509, 1012, 1017, 18540, 2629, 1012, 1014, 19034, 1060, 10020, 18744, 1012, 22810, 1061, 10020, 14010, 1012, 6109, 23352, 1060, 17848, 24398, 1012, 2423, 1061, 17848, 19975, 1012, 1014, 2415, 1035, 1060, 20666, 2415, 1035, 1061, 17365, 7605, 1035, 1060, 1011, 19594, 1012, 19594, 19961, 2683, 7605, 1035, 1061, 1011, 19871, 1012, 6146, 2581, 19841, 2575, 7605, 1035, 1062, 5345, 2487, 1012, 1014, 7023, 1014, 1012, 6421, 2620, 2581, 2581, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 5840, 9099, 1035, 1060, 1014, 1012, 13427, 24087, 9099, 1035, 1061, 1011, 1014, 1012, 12357, 2620, 2549, 9099, 1035, 1062, 1014, 1012, 23841, 22203, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2575, 22022, 1053, 1035, 1061, 1014, 1012, 18034, 22932, 2620, 1053, 1035, 1062, 1011, 1014, 1012, 2199, 2620, 2549, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 2692, 24087, 2171, 1024, 1020, 1010, 26718, 18863, 1024, 4874, 18744, 1012, 1020, 24398, 1012, 1016, 14010, 1012, 1023, 19975, 1012, 1014, 1011, 19594, 1012, 1016, 1011, 19871, 1012, 1022, 5345, 2487, 1012, 1014, 102]"
69,"[0.3176064238667674, 0.0443874992525981, 0.164981112104008, -0.0026350140841338]","[101, 2529, 10616, 1996, 2452, 19034, 5835, 4029, 2509, 1012, 1019, 4601, 2575, 1012, 1019, 5187, 1012, 1018, 11827, 1012, 1014, 18225, 1012, 1022, 1011, 28135, 1012, 1018, 5986, 2509, 1012, 1014, 19034, 2452, 3486, 2509, 1012, 1022, 24837, 1012, 1016, 16087, 1012, 1023, 18512, 1012, 1020, 22060, 1012, 1022, 1011, 21211, 1012, 1023, 25682, 1012, 1014, 102]"
